t,Pi_x,Pi_y,Pi_z,omega_x,omega_y,omega_z,e3_R_Pi,SO3_err
18.968,-0.280113,0.631375,0.851409,-0.280113,0.225491,0.425704,0.8,5.01382e-14
18.969,-0.278696,0.629028,0.851522,-0.278696,0.224653,0.425761,0.8,5.03134e-14
18.97,-0.277278,0.626679,0.851634,-0.277278,0.223814,0.425817,0.8,5.02882e-14
18.971,-0.275859,0.624329,0.851745,-0.275859,0.222974,0.425873,0.8,5.01113e-14
18.972,-0.274438,0.621975,0.851855,-0.274438,0.222134,0.425928,0.8,5.02986e-14
18.973,-0.273016,0.61962,0.851965,-0.273016,0.221293,0.425982,0.8,5.02749e-14
18.974,-0.271592,0.617263,0.852073,-0.271592,0.220451,0.426036,0.8,5.01496e-14
18.975,-0.270167,0.614903,0.85218,-0.270167,0.219608,0.42609,0.8,5.0296e-14
18.976,-0.268741,0.612542,0.852286,-0.268741,0.218765,0.426143,0.8,5.04782e-14
18.977,-0.267313,0.610178,0.852392,-0.267313,0.217921,0.426196,0.8,5.0556e-14
18.978,-0.265884,0.607813,0.852496,-0.265884,0.217076,0.426248,0.8,5.0732e-14
18.979,-0.264454,0.605445,0.8526,-0.264454,0.21623,0.4263,0.8,5.05951e-14
18.98,-0.263022,0.603075,0.852702,-0.263022,0.215384,0.426351,0.8,5.05445e-14
18.981,-0.261589,0.600703,0.852803,-0.261589,0.214537,0.426402,0.8,5.05786e-14
18.982,-0.260154,0.598329,0.852904,-0.260154,0.213689,0.426452,0.8,5.05726e-14
18.983,-0.258719,0.595953,0.853004,-0.258719,0.21284,0.426502,0.8,5.04342e-14
18.984,-0.257282,0.593575,0.853102,-0.257282,0.211991,0.426551,0.8,5.02844e-14
18.985,-0.255844,0.591195,0.8532,-0.255844,0.211141,0.4266,0.8,5.02769e-14
18.986,-0.254405,0.588813,0.853297,-0.254405,0.21029,0.426648,0.8,4.99793e-14
18.987,-0.252964,0.586429,0.853393,-0.252964,0.209439,0.426696,0.8,5.01375e-14
18.988,-0.251523,0.584042,0.853487,-0.251523,0.208587,0.426744,0.8,5.01242e-14
18.989,-0.25008,0.581654,0.853581,-0.25008,0.207734,0.426791,0.8,5.01267e-14
18.99,-0.248636,0.579264,0.853674,-0.248636,0.20688,0.426837,0.8,5.01687e-14
18.991,-0.247191,0.576872,0.853767,-0.247191,0.206026,0.426883,0.8,4.99785e-14
18.992,-0.245745,0.574478,0.853858,-0.245745,0.205171,0.426929,0.8,5.01749e-14
18.993,-0.244297,0.572082,0.853948,-0.244297,0.204315,0.426974,0.8,4.98641e-14
18.994,-0.242849,0.569684,0.854038,-0.242849,0.203459,0.427019,0.8,4.99153e-14
18.995,-0.241399,0.567284,0.854126,-0.241399,0.202602,0.427063,0.8,4.99172e-14
18.996,-0.239949,0.564883,0.854214,-0.239949,0.201744,0.427107,0.8,4.94477e-14
18.997,-0.238497,0.562479,0.8543,-0.238497,0.200885,0.42715,0.8,4.94552e-14
18.998,-0.237044,0.560073,0.854386,-0.237044,0.200026,0.427193,0.8,4.9339e-14
18.999,-0.235591,0.557666,0.854471,-0.235591,0.199166,0.427235,0.8,4.92556e-14
19,-0.234136,0.555256,0.854555,-0.234136,0.198306,0.427277,0.8,4.92195e-14
19.001,-0.232681,0.552845,0.854638,-0.232681,0.197445,0.427319,0.8,4.91907e-14
19.002,-0.231224,0.550432,0.85472,-0.231224,0.196583,0.42736,0.8,4.93219e-14
19.003,-0.229766,0.548016,0.854802,-0.229766,0.19572,0.427401,0.8,4.93002e-14
19.004,-0.228308,0.5456,0.854882,-0.228308,0.194857,0.427441,0.8,4.9309e-14
19.005,-0.226849,0.543181,0.854962,-0.226849,0.193993,0.427481,0.8,4.91889e-14
19.006,-0.225388,0.54076,0.855041,-0.225388,0.193129,0.42752,0.8,4.93562e-14
19.007,-0.223927,0.538337,0.855119,-0.223927,0.192263,0.427559,0.8,4.97095e-14
19.008,-0.222465,0.535913,0.855196,-0.222465,0.191398,0.427598,0.8,4.94001e-14
19.009,-0.221002,0.533487,0.855272,-0.221002,0.190531,0.427636,0.8,4.95349e-14
19.01,-0.219539,0.531059,0.855347,-0.219539,0.189664,0.427674,0.8,4.96526e-14
19.011,-0.218074,0.528629,0.855422,-0.218074,0.188796,0.427711,0.8,4.96224e-14
19.012,-0.216609,0.526198,0.855496,-0.216609,0.187928,0.427748,0.8,4.93378e-14
19.013,-0.215143,0.523764,0.855568,-0.215143,0.187059,0.427784,0.8,4.93397e-14
19.014,-0.213676,0.521329,0.85564,-0.213676,0.186189,0.42782,0.8,4.93999e-14
19.015,-0.212208,0.518892,0.855712,-0.212208,0.185319,0.427856,0.8,4.9415e-14
19.016,-0.210739,0.516453,0.855782,-0.210739,0.184448,0.427891,0.8,4.92722e-14
19.017,-0.20927,0.514013,0.855852,-0.20927,0.183576,0.427926,0.8,4.91206e-14
19.018,-0.2078,0.511571,0.85592,-0.2078,0.182704,0.42796,0.8,4.92284e-14
19.019,-0.20633,0.509127,0.855988,-0.20633,0.181831,0.427994,0.8,4.90836e-14
19.02,-0.204859,0.506681,0.856055,-0.204859,0.180958,0.428028,0.8,4.90817e-14
19.021,-0.203387,0.504234,0.856122,-0.203387,0.180084,0.428061,0.8,4.90968e-14
19.022,-0.201914,0.501785,0.856187,-0.201914,0.179209,0.428094,0.8,4.91253e-14
19.023,-0.200441,0.499334,0.856252,-0.200441,0.178334,0.428126,0.8,4.91353e-14
19.024,-0.198967,0.496882,0.856316,-0.198967,0.177458,0.428158,0.8,4.89444e-14
19.025,-0.197493,0.494427,0.856379,-0.197493,0.176581,0.42819,0.8,4.92787e-14
19.026,-0.196018,0.491972,0.856441,-0.196018,0.175704,0.428221,0.8,4.91633e-14
19.027,-0.194542,0.489514,0.856503,-0.194542,0.174826,0.428252,0.8,4.92037e-14
19.028,-0.193066,0.487055,0.856564,-0.193066,0.173948,0.428282,0.8,4.90309e-14
19.029,-0.191589,0.484594,0.856624,-0.191589,0.173069,0.428312,0.8,4.90704e-14
19.03,-0.190112,0.482132,0.856683,-0.190112,0.17219,0.428342,0.8,4.90756e-14
19.031,-0.188634,0.479667,0.856742,-0.188634,0.17131,0.428371,0.8,4.90949e-14
19.032,-0.187156,0.477202,0.8568,-0.187156,0.170429,0.4284,0.8,4.89519e-14
19.033,-0.185678,0.474734,0.856857,-0.185678,0.169548,0.428428,0.8,4.89187e-14
19.034,-0.184198,0.472265,0.856913,-0.184198,0.168666,0.428456,0.8,4.92395e-14
19.035,-0.182719,0.469795,0.856968,-0.182719,0.167784,0.428484,0.8,4.90679e-14
19.036,-0.181239,0.467323,0.857023,-0.181239,0.166901,0.428512,0.8,4.89022e-14
19.037,-0.179758,0.464849,0.857077,-0.179758,0.166017,0.428539,0.8,4.92192e-14
19.038,-0.178278,0.462374,0.857131,-0.178278,0.165133,0.428565,0.8,4.93705e-14
19.039,-0.176796,0.459897,0.857183,-0.176796,0.164249,0.428592,0.8,4.90644e-14
19.04,-0.175315,0.457418,0.857235,-0.175315,0.163364,0.428618,0.8,4.91191e-14
19.041,-0.173833,0.454938,0.857286,-0.173833,0.162478,0.428643,0.8,4.94037e-14
19.042,-0.172351,0.452457,0.857337,-0.172351,0.161592,0.428668,0.8,4.93845e-14
19.043,-0.170868,0.449974,0.857387,-0.170868,0.160705,0.428693,0.8,4.93785e-14
19.044,-0.169385,0.447489,0.857436,-0.169385,0.159818,0.428718,0.8,4.92102e-14
19.045,-0.167902,0.445003,0.857484,-0.167902,0.15893,0.428742,0.8,4.92311e-14
19.046,-0.166418,0.442516,0.857532,-0.166418,0.158041,0.428766,0.8,4.90718e-14
19.047,-0.164935,0.440026,0.857579,-0.164935,0.157152,0.428789,0.8,4.92389e-14
19.048,-0.163451,0.437536,0.857625,-0.163451,0.156263,0.428813,0.8,4.89479e-14
19.049,-0.161966,0.435044,0.857671,-0.161966,0.155373,0.428835,0.8,4.89528e-14
19.05,-0.160482,0.43255,0.857716,-0.160482,0.154482,0.428858,0.8,4.89511e-14
19.051,-0.158997,0.430055,0.85776,-0.158997,0.153591,0.42888,0.8,4.89663e-14
19.052,-0.157513,0.427559,0.857804,-0.157513,0.1527,0.428902,0.8,4.87298e-14
19.053,-0.156028,0.425061,0.857847,-0.156028,0.151807,0.428923,0.8,4.87285e-14
19.054,-0.154543,0.422562,0.857889,-0.154543,0.150915,0.428944,0.8,4.87115e-14
19.055,-0.153057,0.420061,0.857931,-0.153057,0.150022,0.428965,0.8,4.88529e-14
19.056,-0.151572,0.417559,0.857972,-0.151572,0.149128,0.428986,0.8,4.87291e-14
19.057,-0.150087,0.415055,0.858012,-0.150087,0.148234,0.429006,0.8,4.87585e-14
19.058,-0.148601,0.41255,0.858052,-0.148601,0.147339,0.429026,0.8,4.8782e-14
19.059,-0.147115,0.410044,0.858091,-0.147115,0.146444,0.429045,0.8,4.8785e-14
19.06,-0.14563,0.407536,0.858129,-0.14563,0.145548,0.429065,0.8,4.86497e-14
19.061,-0.144144,0.405027,0.858167,-0.144144,0.144652,0.429084,0.8,4.8638e-14
19.062,-0.142658,0.402516,0.858204,-0.142658,0.143756,0.429102,0.8,4.87975e-14
19.063,-0.141172,0.400004,0.858241,-0.141172,0.142859,0.42912,0.8,4.85086e-14
19.064,-0.139687,0.397491,0.858277,-0.139687,0.141961,0.429138,0.8,4.8851e-14
19.065,-0.138201,0.394976,0.858312,-0.138201,0.141063,0.429156,0.8,4.86914e-14
19.066,-0.136715,0.39246,0.858347,-0.136715,0.140164,0.429174,0.8,4.88474e-14
19.067,-0.13523,0.389943,0.858381,-0.13523,0.139265,0.429191,0.8,4.87759e-14
19.068,-0.133744,0.387425,0.858415,-0.133744,0.138366,0.429207,0.8,4.84862e-14
19.069,-0.132259,0.384905,0.858448,-0.132259,0.137466,0.429224,0.8,4.86423e-14
19.07,-0.130773,0.382384,0.85848,-0.130773,0.136566,0.42924,0.8,4.86503e-14
19.071,-0.129288,0.379861,0.858512,-0.129288,0.135665,0.429256,0.8,4.84059e-14
19.072,-0.127803,0.377337,0.858544,-0.127803,0.134763,0.429272,0.8,4.82835e-14
19.073,-0.126318,0.374812,0.858574,-0.126318,0.133862,0.429287,0.8,4.82835e-14
19.074,-0.124833,0.372286,0.858604,-0.124833,0.132959,0.429302,0.8,4.81315e-14
19.075,-0.123348,0.369759,0.858634,-0.123348,0.132057,0.429317,0.8,4.77098e-14
19.076,-0.121864,0.36723,0.858663,-0.121864,0.131154,0.429332,0.8,4.77253e-14
19.077,-0.120379,0.3647,0.858692,-0.120379,0.13025,0.429346,0.8,4.77623e-14
19.078,-0.118895,0.362169,0.858719,-0.118895,0.129346,0.42936,0.8,4.75922e-14
19.079,-0.117411,0.359636,0.858747,-0.117411,0.128441,0.429373,0.8,4.76178e-14
19.08,-0.115928,0.357102,0.858774,-0.115928,0.127537,0.429387,0.8,4.75237e-14
19.081,-0.114445,0.354568,0.8588,-0.114445,0.126631,0.4294,0.8,4.77079e-14
19.082,-0.112962,0.352031,0.858826,-0.112962,0.125726,0.429413,0.8,4.78104e-14
19.083,-0.111479,0.349494,0.858851,-0.111479,0.124819,0.429426,0.8,4.79501e-14
19.084,-0.109996,0.346956,0.858876,-0.109996,0.123913,0.429438,0.8,4.80364e-14
19.085,-0.108514,0.344416,0.8589,-0.108514,0.123006,0.42945,0.8,4.80095e-14
19.086,-0.107032,0.341875,0.858924,-0.107032,0.122098,0.429462,0.8,4.81622e-14
19.087,-0.105551,0.339333,0.858947,-0.105551,0.121191,0.429474,0.8,4.8112e-14
19.088,-0.10407,0.33679,0.85897,-0.10407,0.120282,0.429485,0.8,4.81186e-14
19.089,-0.102589,0.334246,0.858992,-0.102589,0.119374,0.429496,0.8,4.81341e-14
19.09,-0.101109,0.331701,0.859014,-0.101109,0.118465,0.429507,0.8,4.81698e-14
19.091,-0.0996294,0.329154,0.859036,-0.0996294,0.117555,0.429518,0.8,4.80166e-14
19.092,-0.09815,0.326607,0.859056,-0.09815,0.116645,0.429528,0.8,4.78287e-14
19.093,-0.096671,0.324058,0.859077,-0.096671,0.115735,0.429538,0.8,4.80375e-14
19.094,-0.0951926,0.321508,0.859097,-0.0951926,0.114824,0.429548,0.8,4.80248e-14
19.095,-0.0937146,0.318958,0.859116,-0.0937146,0.113913,0.429558,0.8,4.79856e-14
19.096,-0.0922371,0.316406,0.859135,-0.0922371,0.113002,0.429568,0.8,4.83447e-14
19.097,-0.0907601,0.313853,0.859154,-0.0907601,0.11209,0.429577,0.8,4.832e-14
19.098,-0.0892836,0.311299,0.859172,-0.0892836,0.111178,0.429586,0.8,4.8327e-14
19.099,-0.0878077,0.308744,0.859189,-0.0878077,0.110266,0.429595,0.8,4.82305e-14
19.1,-0.0863323,0.306187,0.859207,-0.0863323,0.109353,0.429603,0.8,4.81951e-14
19.101,-0.0848575,0.30363,0.859223,-0.0848575,0.108439,0.429612,0.8,4.85185e-14
19.102,-0.0833833,0.301072,0.85924,-0.0833833,0.107526,0.42962,0.8,4.85347e-14
19.103,-0.0819096,0.298513,0.859256,-0.0819096,0.106612,0.429628,0.8,4.88462e-14
19.104,-0.0804366,0.295953,0.859271,-0.0804366,0.105697,0.429636,0.8,4.89006e-14
19.105,-0.0789642,0.293391,0.859286,-0.0789642,0.104783,0.429643,0.8,4.88769e-14
19.106,-0.0774925,0.290829,0.859301,-0.0774925,0.103868,0.42965,0.8,4.9028e-14
19.107,-0.0760214,0.288266,0.859315,-0.0760214,0.102952,0.429658,0.8,4.9317e-14
19.108,-0.074551,0.285702,0.859329,-0.074551,0.102036,0.429665,0.8,4.91781e-14
19.109,-0.0730813,0.283137,0.859343,-0.0730813,0.10112,0.429671,0.8,4.90218e-14
19.11,-0.0716123,0.280571,0.859356,-0.0716123,0.100204,0.429678,0.8,4.91614e-14
19.111,-0.070144,0.278004,0.859368,-0.070144,0.0992871,0.429684,0.8,4.9021e-14
19.112,-0.0686765,0.275436,0.859381,-0.0686765,0.09837,0.42969,0.8,4.88793e-14
19.113,-0.0672097,0.272867,0.859393,-0.0672097,0.0974525,0.429696,0.8,4.88814e-14
19.114,-0.0657436,0.270297,0.859404,-0.0657436,0.0965348,0.429702,0.8,4.87729e-14
19.115,-0.0642784,0.267727,0.859416,-0.0642784,0.0956167,0.429708,0.8,4.89231e-14
19.116,-0.0628139,0.265155,0.859426,-0.0628139,0.0946982,0.429713,0.8,4.88997e-14
19.117,-0.0613502,0.262583,0.859437,-0.0613502,0.0937795,0.429719,0.8,4.8966e-14
19.118,-0.0598874,0.260009,0.859447,-0.0598874,0.0928604,0.429724,0.8,4.86624e-14
19.119,-0.0584254,0.257435,0.859457,-0.0584254,0.0919411,0.429729,0.8,4.8641e-14
19.12,-0.0569642,0.25486,0.859467,-0.0569642,0.0910214,0.429733,0.8,4.83362e-14
19.121,-0.0555039,0.252284,0.859476,-0.0555039,0.0901014,0.429738,0.8,4.85087e-14
19.122,-0.0540445,0.249707,0.859485,-0.0540445,0.0891811,0.429742,0.8,4.85212e-14
19.123,-0.052586,0.24713,0.859493,-0.052586,0.0882605,0.429747,0.8,4.85323e-14
19.124,-0.0511285,0.244551,0.859501,-0.0511285,0.0873397,0.429751,0.8,4.84023e-14
19.125,-0.0496718,0.241972,0.859509,-0.0496718,0.0864185,0.429755,0.8,4.85031e-14
19.126,-0.0482161,0.239392,0.859517,-0.0482161,0.085497,0.429758,0.8,4.85678e-14
19.127,-0.0467613,0.236811,0.859524,-0.0467613,0.0845753,0.429762,0.8,4.86619e-14
19.128,-0.0453075,0.234229,0.859531,-0.0453075,0.0836532,0.429765,0.8,4.81941e-14
19.129,-0.0438547,0.231647,0.859538,-0.0438547,0.0827309,0.429769,0.8,4.85259e-14
19.13,-0.0424029,0.229063,0.859544,-0.0424029,0.0818083,0.429772,0.8,4.86957e-14
19.131,-0.0409521,0.226479,0.85955,-0.0409521,0.0808854,0.429775,0.8,4.8712e-14
19.132,-0.0395023,0.223894,0.859556,-0.0395023,0.0799623,0.429778,0.8,4.90375e-14
19.133,-0.0380536,0.221309,0.859561,-0.0380536,0.0790389,0.429781,0.8,4.88835e-14
19.134,-0.0366059,0.218723,0.859567,-0.0366059,0.0781152,0.429783,0.8,4.88865e-14
19.135,-0.0351593,0.216135,0.859572,-0.0351593,0.0771912,0.429786,0.8,4.90498e-14
19.136,-0.0337138,0.213548,0.859577,-0.0337138,0.076267,0.429788,0.8,4.91058e-14
19.137,-0.0322694,0.210959,0.859581,-0.0322694,0.0753426,0.429791,0.8,4.90868e-14
19.138,-0.0308261,0.20837,0.859585,-0.0308261,0.0744179,0.429793,0.8,4.88203e-14
19.139,-0.0293839,0.20578,0.859589,-0.0293839,0.0734929,0.429795,0.8,4.86629e-14
19.14,-0.0279429,0.20319,0.859593,-0.0279429,0.0725677,0.429797,0.8,4.88869e-14
19.141,-0.0265031,0.200598,0.859597,-0.0265031,0.0716422,0.429798,0.8,4.88444e-14
19.142,-0.0250644,0.198006,0.8596,-0.0250644,0.0707165,0.4298,0.8,4.87049e-14
19.143,-0.0236269,0.195414,0.859603,-0.0236269,0.0697906,0.429801,0.8,4.89266e-14
19.144,-0.0221906,0.19282,0.859606,-0.0221906,0.0688645,0.429803,0.8,4.86231e-14
19.145,-0.0207555,0.190227,0.859608,-0.0207555,0.0679381,0.429804,0.8,4.86338e-14
19.146,-0.0193217,0.187632,0.859611,-0.0193217,0.0670114,0.429805,0.8,4.8515e-14
19.147,-0.0178891,0.185037,0.859613,-0.0178891,0.0660846,0.429807,0.8,4.85173e-14
19.148,-0.0164577,0.182441,0.859615,-0.0164577,0.0651575,0.429808,0.8,4.85445e-14
19.149,-0.0150277,0.179845,0.859617,-0.0150277,0.0642302,0.429809,0.8,4.85518e-14
19.15,-0.0135989,0.177248,0.859619,-0.0135989,0.0633027,0.429809,0.8,4.85676e-14
19.151,-0.0121714,0.17465,0.85962,-0.0121714,0.062375,0.42981,0.8,4.85496e-14
19.152,-0.0107453,0.172052,0.859621,-0.0107453,0.0614471,0.429811,0.8,4.85315e-14
19.153,-0.00932045,0.169453,0.859622,-0.00932045,0.0605189,0.429811,0.8,4.83437e-14
19.154,-0.00789697,0.166854,0.859623,-0.00789697,0.0595906,0.429812,0.8,4.80859e-14
19.155,-0.00647485,0.164254,0.859624,-0.00647485,0.058662,0.429812,0.8,4.85748e-14
19.156,-0.00505411,0.161653,0.859625,-0.00505411,0.0577333,0.429812,0.8,4.85702e-14
19.157,-0.00363475,0.159052,0.859625,-0.00363475,0.0568044,0.429813,0.8,4.84588e-14
19.158,-0.0022168,0.156451,0.859626,-0.0022168,0.0558752,0.429813,0.8,4.85924e-14
19.159,-0.000800259,0.153849,0.859626,-0.000800259,0.0549459,0.429813,0.8,4.84531e-14
19.16,0.00061485,0.151246,0.859626,0.00061485,0.0540164,0.429813,0.8,4.84331e-14
19.161,0.00202851,0.148643,0.859626,0.00202851,0.0530868,0.429813,0.8,4.85869e-14
19.162,0.00344072,0.146039,0.859625,0.00344072,0.0521569,0.429813,0.8,4.88737e-14
19.163,0.00485145,0.143435,0.859625,0.00485145,0.0512269,0.429812,0.8,4.87129e-14
19.164,0.0062607,0.140831,0.859624,0.0062607,0.0502967,0.429812,0.8,4.88808e-14
19.165,0.00766845,0.138226,0.859624,0.00766845,0.0493663,0.429812,0.8,4.89881e-14
19.166,0.00907468,0.13562,0.859623,0.00907468,0.0484358,0.429812,0.8,4.90259e-14
19.167,0.0104794,0.133014,0.859622,0.0104794,0.0475051,0.429811,0.8,4.90075e-14
19.168,0.0118825,0.130408,0.859621,0.0118825,0.0465742,0.429811,0.8,4.902e-14
19.169,0.0132841,0.127801,0.85962,0.0132841,0.0456432,0.42981,0.8,4.90606e-14
19.17,0.0146842,0.125194,0.859619,0.0146842,0.044712,0.42981,0.8,4.9217e-14
19.171,0.0160826,0.122586,0.859618,0.0160826,0.0437807,0.429809,0.8,4.89367e-14
19.172,0.0174795,0.119978,0.859617,0.0174795,0.0428493,0.429808,0.8,4.92393e-14
19.173,0.0188747,0.117369,0.859615,0.0188747,0.0419176,0.429808,0.8,4.92356e-14
19.174,0.0202683,0.11476,0.859614,0.0202683,0.0409859,0.429807,0.8,4.9215e-14
19.175,0.0216603,0.112151,0.859612,0.0216603,0.040054,0.429806,0.8,4.90809e-14
19.176,0.0230507,0.109542,0.859611,0.0230507,0.039122,0.429805,0.8,4.91028e-14
19.177,0.0244393,0.106932,0.859609,0.0244393,0.0381898,0.429804,0.8,4.91386e-14
19.178,0.0258263,0.104321,0.859607,0.0258263,0.0372575,0.429804,0.8,4.91495e-14
19.179,0.0272116,0.10171,0.859605,0.0272116,0.0363251,0.429803,0.8,4.91425e-14
19.18,0.0285951,0.0990993,0.859604,0.0285951,0.0353926,0.429802,0.8,4.89668e-14
19.181,0.029977,0.0964879,0.859602,0.029977,0.03446,0.429801,0.8,4.91819e-14
19.182,0.0313571,0.0938762,0.8596,0.0313571,0.0335272,0.4298,0.8,4.9308e-14
19.183,0.0327355,0.0912641,0.859598,0.0327355,0.0325943,0.429799,0.8,4.91447e-14
19.184,0.0341121,0.0886517,0.859596,0.0341121,0.0316613,0.429798,0.8,4.90327e-14
19.185,0.0354869,0.0860391,0.859594,0.0354869,0.0307282,0.429797,0.8,4.87883e-14
19.186,0.03686,0.0834261,0.859592,0.03686,0.029795,0.429796,0.8,4.90856e-14
19.187,0.0382312,0.0808129,0.85959,0.0382312,0.0288618,0.429795,0.8,4.87768e-14
19.188,0.0396006,0.0781994,0.859588,0.0396006,0.0279284,0.429794,0.8,4.88096e-14
19.189,0.0409682,0.0755857,0.859586,0.0409682,0.0269949,0.429793,0.8,4.91272e-14
19.19,0.042334,0.0729716,0.859584,0.042334,0.0260613,0.429792,0.8,4.91765e-14
19.191,0.0436979,0.0703574,0.859582,0.0436979,0.0251276,0.429791,0.8,4.92648e-14
19.192,0.0450599,0.0677429,0.85958,0.0450599,0.0241939,0.42979,0.8,4.88587e-14
19.193,0.04642,0.0651282,0.859578,0.04642,0.0232601,0.429789,0.8,4.8814e-14
19.194,0.0477783,0.0625132,0.859576,0.0477783,0.0223261,0.429788,0.8,4.88269e-14
19.195,0.0491346,0.0598981,0.859574,0.0491346,0.0213922,0.429787,0.8,4.88059e-14
19.196,0.050489,0.0572827,0.859573,0.050489,0.0204581,0.429786,0.8,4.87989e-14
19.197,0.0518415,0.0546672,0.859571,0.0518415,0.019524,0.429785,0.8,4.88205e-14
19.198,0.053192,0.0520514,0.859569,0.053192,0.0185898,0.429784,0.8,4.88185e-14
19.199,0.0545406,0.0494355,0.859567,0.0545406,0.0176555,0.429784,0.8,4.89496e-14
19.2,0.0558872,0.0468195,0.859566,0.0558872,0.0167212,0.429783,0.8,4.89281e-14
19.201,0.0572317,0.0442032,0.859564,0.0572317,0.0157869,0.429782,0.8,4.91087e-14
19.202,0.0585743,0.0415868,0.859562,0.0585743,0.0148524,0.429781,0.8,4.9257e-14
19.203,0.0599149,0.0389703,0.859561,0.0599149,0.013918,0.42978,0.8,4.9236e-14
19.204,0.0612535,0.0363537,0.859559,0.0612535,0.0129835,0.42978,0.8,4.95434e-14
19.205,0.06259,0.0337369,0.859558,0.06259,0.0120489,0.429779,0.8,4.9262e-14
19.206,0.0639244,0.03112,0.859557,0.0639244,0.0111143,0.429778,0.8,4.91197e-14
19.207,0.0652568,0.028503,0.859555,0.0652568,0.0101797,0.429778,0.8,4.9249e-14
19.208,0.0665871,0.025886,0.859554,0.0665871,0.00924498,0.429777,0.8,4.93604e-14
19.209,0.0679153,0.0232688,0.859553,0.0679153,0.00831028,0.429777,0.8,4.937e-14
19.21,0.0692414,0.0206515,0.859552,0.0692414,0.00737555,0.429776,0.8,4.9186e-14
19.211,0.0705654,0.0180342,0.859551,0.0705654,0.00644079,0.429776,0.8,4.90222e-14
19.212,0.0718872,0.0154168,0.85955,0.0718872,0.00550601,0.429775,0.8,4.90517e-14
19.213,0.0732069,0.0127994,0.85955,0.0732069,0.00457122,0.429775,0.8,4.8907e-14
19.214,0.0745244,0.0101819,0.859549,0.0745244,0.00363641,0.429775,0.8,4.90798e-14
19.215,0.0758398,0.00756443,0.859549,0.0758398,0.00270158,0.429774,0.8,4.90469e-14
19.216,0.077153,0.0049469,0.859549,0.077153,0.00176675,0.429774,0.8,4.90856e-14
19.217,0.0784639,0.00232935,0.859548,0.0784639,0.000831909,0.429774,0.8,4.92299e-14
19.218,0.0797727,-0.000288211,0.859548,0.0797727,-0.000102933,0.429774,0.8,4.92383e-14
19.219,0.0810793,-0.00290577,0.859548,0.0810793,-0.00103777,0.429774,0.8,4.93675e-14
19.22,0.0823836,-0.00552331,0.859549,0.0823836,-0.00197261,0.429774,0.8,4.94257e-14
19.221,0.0836856,-0.00814084,0.859549,0.0836856,-0.00290744,0.429774,0.8,4.95745e-14
19.222,0.0849854,-0.0107583,0.859549,0.0849854,-0.00384227,0.429775,0.8,4.95898e-14
19.223,0.086283,-0.0133758,0.85955,0.086283,-0.00477707,0.429775,0.8,4.95101e-14
19.224,0.0875782,-0.0159932,0.859551,0.0875782,-0.00571187,0.429775,0.8,4.95477e-14
19.225,0.0888712,-0.0186106,0.859552,0.0888712,-0.00664664,0.429776,0.8,4.93694e-14
19.226,0.0901618,-0.0212279,0.859553,0.0901618,-0.00758139,0.429777,0.8,4.98037e-14
19.227,0.0914501,-0.0238451,0.859554,0.0914501,-0.00851612,0.429777,0.8,4.97912e-14
19.228,0.0927361,-0.0264623,0.859556,0.0927361,-0.00945082,0.429778,0.8,5.01373e-14
19.229,0.0940197,-0.0290793,0.859558,0.0940197,-0.0103855,0.429779,0.8,5.02776e-14
19.23,0.0953009,-0.0316963,0.859559,0.0953009,-0.0113201,0.42978,0.8,5.0279e-14
19.231,0.0965798,-0.0343132,0.859561,0.0965798,-0.0122547,0.429781,0.8,5.01386e-14
19.232,0.0978563,-0.0369299,0.859564,0.0978563,-0.0131893,0.429782,0.8,5.00053e-14
19.233,0.0991304,-0.0395465,0.859566,0.0991304,-0.0141238,0.429783,0.8,4.99892e-14
19.234,0.100402,-0.042163,0.859569,0.100402,-0.0150582,0.429784,0.8,5.00437e-14
19.235,0.101671,-0.0447794,0.859572,0.101671,-0.0159926,0.429786,0.8,4.9886e-14
19.236,0.102938,-0.0473956,0.859575,0.102938,-0.016927,0.429787,0.8,5.00369e-14
19.237,0.104203,-0.0500116,0.859578,0.104203,-0.0178613,0.429789,0.8,4.98803e-14
19.238,0.105464,-0.0526275,0.859581,0.105464,-0.0187955,0.429791,0.8,4.98871e-14
19.239,0.106724,-0.0552431,0.859585,0.106724,-0.0197297,0.429792,0.8,4.97286e-14
19.24,0.107981,-0.0578586,0.859589,0.107981,-0.0206638,0.429794,0.8,4.95885e-14
19.241,0.109235,-0.060474,0.859593,0.109235,-0.0215978,0.429796,0.8,4.97683e-14
19.242,0.110487,-0.0630891,0.859597,0.110487,-0.0225318,0.429799,0.8,4.96472e-14
19.243,0.111737,-0.065704,0.859602,0.111737,-0.0234657,0.429801,0.8,4.96387e-14
19.244,0.112984,-0.0683186,0.859607,0.112984,-0.0243995,0.429803,0.8,4.98451e-14
19.245,0.114228,-0.0709331,0.859612,0.114228,-0.0253332,0.429806,0.8,4.96679e-14
19.246,0.11547,-0.0735473,0.859617,0.11547,-0.0262669,0.429809,0.8,4.95101e-14
19.247,0.116709,-0.0761612,0.859623,0.116709,-0.0272004,0.429811,0.8,4.92927e-14
19.248,0.117946,-0.0787749,0.859629,0.117946,-0.0281339,0.429814,0.8,4.93314e-14
19.249,0.11918,-0.0813884,0.859635,0.11918,-0.0290673,0.429817,0.8,4.9205e-14
